0,My_Test_ECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,My_Test_ECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,My_Test_ECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,My_Test_ECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,My_Test_ECU_3,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,My_Test_ECU_3,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,My_Test_ECU_4,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,My_Test_ECU_4,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,My_Test_ECU_5,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,My_Test_ECU_5,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0,My_Test_ECU_6,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0,My_Test_ECU_6,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,My_Test_ECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,My_Test_ECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,My_Test_ECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,My_Test_ECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,My_Test_ECU_3,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,My_Test_ECU_3,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,My_Test_ECU_4,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,My_Test_ECU_4,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,My_Test_ECU_5,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,My_Test_ECU_5,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.48,My_Test_ECU_6,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.48,My_Test_ECU_6,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,My_Test_ECU_1,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,My_Test_ECU_1,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,My_Test_ECU_2,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,My_Test_ECU_2,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,My_Test_ECU_3,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,My_Test_ECU_3,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,My_Test_ECU_4,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,My_Test_ECU_4,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,My_Test_ECU_5,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
0.96,My_Test_ECU_5,MonitorTags.BT_ECU_TRANSMIT_BUFFER,0
0.96,My_Test_ECU_6,MonitorTags.BT_ECU_RECEIVE_BUFFER,0
